Encrypted_Text,Cipher_Type
Irofoofmsc aenti huds o ea uhc  t tr m.,Rail Fence
W sipc vaz wh zrae xauz hap qc iu qesr.,Affine
"L sxoo lq Uhvroxwlrq, dqg ehjlq",Caesar
"Y zqbv yx Booevqjskd, qxz lawsj",Vigenère
FSMUSEAMILMPZLFAARRYCIIKAW,Playfair
"Ilnst,dg uli eouin n eip Rloabn",Rail Fence
"W fell wv Pcualezwav, ivx ncmwv",Affine
"Wr grxew wk' Htxlxrfdwlrq ri wkh Ilhqg,",Caesar
"Je zeexj px' Oaqyekskpyyj yb ddu Vyojt,",Vigenère
PRHRXCSZPDGLXEVMBMSKNAHPPDFGKFRY,Playfair
"To  ian  nodutt'Euucto fteFed bhqoiohi,",Rail Fence
"Za xaenz zr' Ckeweasizwav ah zrc Hwcvx,",Affine
"Wkdw olhv olnh wuxwk. Ihduh qrw, wloo Ebuqdqh Zrrg",Caesar
"Jxkp veuc bsgu phepx. Powho dyp, pyvh Fuhxwdo Gykt",Vigenère
PDRSSEILSEEFZDZLFPIMMKANSZSKSUSCDNARMGVNRH,Playfair
"T skr.an lreohtle ietuh er o,tl ynn odail tFetiBaW",Rail Fence
"Zriz lwcu lwgc zpezr. Hcipc vaz, zwll Nypvivc Oaax",Affine
"Gr frph wr Gxqvlqdqh, dqg qrz d Zrrg",Caesar
"Te yewa dk Hqdcedkju, qxz xkm w Aken",Vigenère
HRHMCLPRCZAQGARAIMRYANXNVNRH,Playfair
"Dotun,dwWocm oDniae n o  od e snanao",Rail Fence
"Xa saqc za Xevuwvivc, ivx vao i Oaax",Affine
"Frphv wrzdug Gxqvlqdqh. Duph, Duph, dqg rxw,",Caesar
"Sewai pegwhn Nejisjqxa. Qhwa, Qhwa, wdn eep,",Vigenère
HMCLTLNVRMBZCZAQGARAIMMOIMMOIMRYMVSZ,Playfair
"Csw snA,maooe oadDniae re re n u,mtrun.mA,dt",Rail Fence
"Saqcu zaoipx Xevuwvivc. Ipqc, Ipqc, ivx aez,",Affine
"Li wklv zklfk kh dxrxfkhv, gr'v dsshduh,",Caesar
"Yv pxso gdymd ra kqeeyxoo, ze'o klfowho,",Vigenère
KGPDSXVYEBBVCFMXMVHYILHRXBSVLFRMIU,Playfair
"Ihwh usoaafti hc eaoce,d' per, sihuh spe",Rail Fence
"Wh zrwu orwsr rc ieaesrcu, xa'u iffcipc,",Affine
"Wkhuh lv qru ioblqj khqfh, qru wduublqj khuh.",Caesar
"Jxonu ei jeb vvuyxc radma, jeb jknhiedq xonu.",Vigenère
PDKMFKQANMEPBGYQCFMYGMNMSRAZNDGAFYKMIU,Playfair
"Te  iheoaih.hr snrfyn ec,nrtryn eeeiolgn  rgr",Rail Fence
"Zrcpc wu vap hlywvm rcvsc, vap zippywvm rcpc.",Affine
"L 'jlqqh wr eh d-zhdub ri wkh Vxq,",Caesar
"Y 'cyxju pe xu w-gaqbu yb ddu Ikx,",Vigenère
KIGAMGPRCINXIMNDHPPDILWM,Playfair
"Ii b-rfen gnet eawayo h u,'no e tS",Rail Fence
"W 'mwvvc za nc i-ocipy ah zrc Uev,",Affine
Dqg zlvk wk' hvwdwh r'wk' zruog zhuh qrz yqgrq.,Caesar
Qdn msox px' ucpqda y'jr' gkhvz gaho dys fjtyj.,Vigenère
RAYZSXDPCFTLRSFMPDVNMTYZKMGMNVWOHRAW,Playfair
Aw  ao'rw  on iht'ett 'h ol eenwvdndshsetwdron.,Rail Fence
Ivx owur zr' cuzizc a'zr' oaplx ocpc vao jvxav.,Affine
"Ulqj wkh Doduxp Ehoo, eorz Zlqgh, frph zudfnh,",Caesar
"Hyxc ddu Qbknkw Lohb, rvkm Myxzu, syiu shkyao,",Vigenère
AKYQPDIMSMMZACLUSCPMXZXGRYLENOGUMRDEIU,Playfair
"R  rB,oi,mreigteAau el lwWne oewak,nhlmlb dc c",Rail Fence
"Pwvm zrc Ilipeq Ncll, nlao Owvxc, saqc opisgc,",Affine
Dw ohdvw zhh'o gbh zlwk Kduqhvvh rq rxu edfnh.,Caesar
Qj hukoj suo'b zoo mspx Xqbjucou kd kkb rkyao.,Vigenère
RSULBXQZIULUCBGUKSBVBOMAILLINAMVADMBEF,Playfair
Ae 'yiHe obetlatweldewt anseo u ak. se  hrsnrc,Rail Fence
Iz lciuz occ'l xyc owzr Ripvcuuc av aep nisgc.,Affine
Hahxqw.,Caesar
Unoqdd.,Vigenère
IULMRQ,Playfair
Enxute.,Rail Fence
Ctcevz.,Affine
Vfhqd Vhawd.,Caesar
Isojq Iuhpq.,Vigenère
LBGMBXIUSR,Playfair
Saxcn et.eSa,Rail Fence
Uscvi Uctzi.,Affine
"Guxpph dqg Frorxuv. Hqwhu Pdofroph, Vhbzdug, Pdfgxiih, dqg",Caesar
"Theico qxz Gkbyqhc. Ijjon Qwbmkbwa, Iuisqbz, Cqmzkpbu, qxz",Vigenère
KDMCCLRACHMPMVATGMLKMOMSHMUCILGCXNDKORHCVEGFRABZ,Playfair
"DmnorErlmSa denrmeadClus ne acle ewr,Mcuf,adu  o.tMo,ydaf ",Rail Fence
"Xpeqqc ivx Salaepu. Cvzcp Qilsalqc, Ucyoipx, Qisxehhc, ivx",Affine
"wkhlu Dupb,",Caesar
"pxoeh Qhwu,",Vigenère
PDFKMRMOBW,Playfair
"trmhi ryeA,",Rail Fence
"zrcwp Ipqy,",Affine
zlwk Erxjkhv.,Caesar
sydd Fkkqduc.,Vigenère
XGPDHAWECFXA,Playfair
w g.ihBuhstoe,Rail Fence
owzr Naemrcu.,Affine
Pdo. Qrz qhhuh hqrxjk:,Caesar
Cqv. Rkm juonu adyqwr:,Vigenère
ORQMNVMGKMIUGMMVFY,Playfair
M  rnha.Nwneeeog:loe u,Rail Fence
Qil. Vao vccpc cvaemr:,Affine
"Brxu ohdxb Vnuhhqhv wkurz grzqh,",Caesar
"Oeen vaqeu Wghoadoo ddhys nkmxa,",Vigenère
HNZMULMXBQTDIUGMILPDMNZYNVMG,Playfair
"Y ukntwworlaySree ho on,ue esrde",Rail Fence
"Yaep lciey Ugpccvcu zrpao xaovc,",Affine
Dqg vkhz olnh wkrvh brx duh: Brx (zruwkb Yqnoh),Caesar
Qdn iram hyua ddeca ikk who: Ckk (mynjru Zjava),Vigenère
RABTCFUQKEKLFHLIHNXMMKHNVXNMPDHWRGUL,Playfair
As eoya  r ln hwlk hs o r:Yu(otyVkedeiteueowhn),Rail Fence
Ivx urco lwgc zrauc yae ipc: Yae (oapzry Jvglc),Affine
Vkdoo zlwk pb Frvlq brxu uljkw Qreoh Vrqqh,Caesar
Ixkhb sydd wu Gkisj ikkb hscxd Xyxbo Cyjdo,Vigenère
PBMSQUKSCOBHAPGAHNZMAKFYQRAHULPAAWMG,Playfair
Sltysy ho nhl ihm oi orrgtNbeSneaw Cnui lo,Rail Fence
Urill owzr qy Sauwv yaep pwmrz Vanlc Uavvc,Affine
"Ohdgh rxu iluvw Edwwhoo. Zruwkb Pdfgxiih, dqg zhh",Caesar
"Bukzu kkb vsnid Lkpjohb. Gynjru Qwsnqvpa, wdn moa",Vigenère
ULRBFMZMGKATSDRSLKSUQUNMPDCNMBCZIVGFRAYZIUIU,Playfair
"LerrBe tMu,deed u is atl.Wrh adfe n eaofttloycfaw",Rail Fence
"Lcixc aep hwpuz Nizzcll. Oapzry Qisxehhc, ivx occ",Affine
"Vkdoo wdnh ysrq'v zkdw hovh uhpdlqhv wr gr,",Caesar
"Ixkhb pqua flex'i sxkp ohio hoiqsjuc jy ty,",Vigenère
PBMSPLRIFUVHAQVYRSLULIMKORGAILPRHR,Playfair
"Slkpsalri dhl aevo' htes eanst oat nw emeo,",Rail Fence
"Urill zigc jfav'u oriz cluc pcqiwvcu za xa,",Affine
Dffruglqj wr rxu rughu,Caesar
Qsmkhnedq jy een ynton,Vigenère
MBHMDKGAKQAVMVMNDKKM,Playfair
Arg  ecodn oorodrcitur,Rail Fence
Issapxwvm za aep apxcp,Affine
Vhb. Iduh brx zhoo:,Caesar
Iui. Jwho oyq gabv:,Vigenère
LIHGRMGCMVUGSUSU,Playfair
S eule.Fr o elyayw:,Rail Fence
Ucy. Hipc yae ocll:,Affine
"Gr zh exw ilqgh wkh Wbudqwv srzhu wr qljkw,",Caesar
"Te su xkd vsjto jra Xuhkjjc fysub jy dscxd,",Vigenère
HRUGCXPKGACKPDKLDNRALTVHUGDZNAKIDP,Playfair
"DetntTnpr how u id h yat oe ongt bfeerswti,",Rail Fence
"Xa oc nez hwvxc zrc Zypivzu faocp za vwmrz,",Affine
"Ohw yv eh ehdwhq, li zh fdqqrw iljkw",Caesar
"Bud lc ro rowjoj, ev su yqxjed vscxd",Vigenère
ULPZXIICIMLKAGGVLERAANPKKIDP,Playfair
"Lvea, coie sb etn fw antfgtt beien h",Rail Fence
"Lcz ju nc ncizcv, wh oc sivvaz hwmrz",Affine
"Pdfg. Pdnh doo rxu Wuxpshwv vshdn, jlxh wkh[p] doo euhdwk",Caesar
"Cqmz. Cqua khb kkb Dbqczajc izaqu, qeko jra[w] khb xhowjr",Vigenère
ORHCOREFMSPMZMZDMCLFLTTQIMEIEXKLCFORSUSCMKRSBV,Playfair
"M.klureskitmlrhad aealorTupt pa,gu h[]albetcM   mse ee  a",Rail Fence
"Qisx. Qigc ill aep Zpeqfczu ufcig, mwec zrc[q] ill npcizr",Affine
"Wkrvh fodprurxv Kduelqjhuv ri Eorrg, & Ghdwk.",Caesar
"Jxyou ybkiebkkc Rknrsjwoni kv Rbykt, & Tukpx.",Vigenère
PDAPLESMONMNXLBOADGAIFATHPCSAVRHCKRSBV,Playfair
"TeaoHirfo e.hs lmru abneso lo,&Dahocosrg Bd t",Rail Fence
"Zrauc sliqapaeu Ripnwvmcpu ah Nlaax, & Xcizr.",Affine
Hahxqw.,Caesar
Unoqdd.,Vigenère
IULMRQ,Playfair
Enxute.,Rail Fence
Ctcevz.,Affine
Doduxpv frqwlqxhg.,Caesar
Qbknkwo mkddedeat.,Vigenère
MSRMMCLBNASKMWKC,Playfair
Aucidlrm otne.asnu,Rail Fence
Ilipequ savzwvecx.,Affine
Vfhqd Vhswlpd.,Caesar
Isojq Iuzpyww.,Vigenère
LBGMBXFLSKOR,Playfair
Sapacn etm.eSi,Rail Fence
Uscvi Ucfzwqi.,Affine
Hqwhu Pdfehwk.,Caesar
Uddah Cqmxudd.,Vigenère
GMLKMOMBCIPD,Playfair
Erchne abt.tMe,Rail Fence
Cvzcp Qisnczr.,Affine
"Pdfe. Wkhb kdxh wlhg ph wr d vwdnh, L fdqqrw iobh,",Caesar
"Cqmx. Jxou rwko jsat iu pe w cpqua, Y mwdxkj bbia,",Vigenère
ORHDPDGCBOMLSKKCCLPRBXSREFEBRAANPKQCIU,Playfair
"M.eat t kIn eab hyhu idm oasae  antfy,cT eee t,col",Rail Fence
"Qisn. Zrcy riec zwcx qc za i uzigc, W sivvaz hlyc,",Affine
Exw Ehduh-olnh L pxvw iljkw wkh frxuvh. Zkdw'v kh,Caesar
Rkd Lowho-bsgu Y wqid vscxd jra mkkbou. Grwj'o ra,Vigenère
CXSDIMMKSEEFEAXLPKKIDPPDLEMVATGUBOLTCF,Playfair
BBek tgtcsW'eu er-ieIms ih h ore htshtal ufteu.a ,Rail Fence
Nez Ncipc-lwgc W qeuz hwmrz zrc saepuc. Oriz'u rc,Affine
Wkdw zdv qrw eruqh ri Zrpdq? Vxfk d rqh,Caesar
Jxkp gwi jed ryndo ep Gyiqx? Wqsr q kdo,Vigenère
PDRSXNQARPHAMAFMGVNORALXHYRNMG,Playfair
T   nfm hohtwsntbreo oa?Sc  naaoo Wnuae,Rail Fence
Zriz oiu vaz napvc ah Oaqiv? Uesr i avc,Affine
"Dp L wr ihduh, ru qrqh.",Caesar
"Qc Y dk paqba, kh jexa.",Vigenère
ROKSHPIMMKNMANMG,Playfair
"A fernmIt er,o oe oa n.",Rail Fence
"Iq W za hcipc, ap vavc.",Affine
Hqwhu brxqj Vhbzdug.,Caesar
Uddah ueejw Iuisqbz.,Vigenère
GMLKNDMVYQLIGNRMBZ,Playfair
EruSane on ewr.tygyd,Rail Fence
Cvzcp yaevm Ucyoipx.,Affine
B.Vhb. Zkdw lv wkb qdph?,Caesar
O.Wao. Grwj ei pxi dkiu?,Vigenère
BQGCVYRSSXPDGYROIU,Playfair
Yyhiha.e.Wa stynm?S t  e,Rail Fence
Y.Ucy. Oriz wu zry viqc?,Affine
Pdfe. Wkrx'ow eh diiudlg wr khduh lw,Caesar
Cqmx. Jxyq'vp la kbvbwyn jy xowho yd,Vigenère
ORHDPDMVPLCIOIKOBSKZHFIMMKKS,Playfair
M.ot r heab hul eafadt er tcT'bfioai,Rail Fence
Qisn. Zrae'lz nc ihhpiwx za rcipc wz,Affine
B.Vhb. Qr: wkrxjk wkrx fdoo'vw wkb vhoih d krwhu qdph,Caesar
O.Wao. Xy: ddeecx pxyq mwbv'id jru cabpa k xypub dkiu,Vigenère
BQGCANPDMVFYPDMVBMSUPTSZPDBQLUGFOBRPKMARCL,Playfair
Yyohhoashe o e.e.N:tog hucl'ttysleahtrnmS  ut l  f ea,Rail Fence
Y.Ucy. Va: zraemr zrae sill'uz zry uclhc i razcp viqc,Affine
Wkhq dqb lv lq khoo,Caesar
Jxoj kjo ei ed duvh,Vigenère
PDGMRABGXSOYLUSU,Playfair
T  iehnayi nhlens l,Rail Fence
Zrcv ivy wu wv rcll,Affine
Pdfe. Pb qdph'v Pdfehwk,Caesar
Cqmx. Co jqwa'c Wkyropx,Vigenère
ORHDNCARCLLAMBCIPD,Playfair
M. eMeab ynm' abtcMasch,Rail Fence
Qisn. Qy viqc'u Qisnczr,Affine
B.Vhb. Wkh glxhoo klpvhoih frxog qrw surqrxqfh d Wlwoh,Caesar
O.Wao. Dra nekohb dywouvbu yeeht jed fbkdyqdma k Dspbo,Vigenère
BQGCPDKCEXLUPCEALIPELEMVTCANLQMNANWMELRSKSUL,Playfair
Yyhilmfo  nc l.e.Tedul islecudntpooneaTteS  ehe loru i,Rail Fence
Y.Ucy. Zrc xwecll rwquclhc saelx vaz fpavaevsc i Zwzlc,Affine
Pruh kdwhixoo wr plqh hduh,Caesar
Ceba rwjobkvh dk wedo uknu,Vigenère
ONMKBOLKEVSUPLNOGAIUIMMK,Playfair
M el eroehtfl omn aerautie,Rail Fence
Qapc rizchell za qwvc cipc,Affine
Pdfe. Qr: qru pruh ihduhixoo,Caesar
Cqmx. De: dyn wkho vowhobkvh,Vigenère
ORHDANANMONMFGIMMKEVSUSU,Playfair
M.:rrefab o o oefaeulcNnm rl,Rail Fence
Qisn. Va: vap qapc hcipchell,Affine
"B.Vhb. Wkrx obhvw dekruuhg Wbudqw, zlwk pb Vzrug",Caesar
"O.Wao. Drkk hoooj wrrkhbat Jobwdd, gejr ci Cgkhn",Vigenère
BQGCPDMVQCILSRDYNMMKKZDNRAQZKSCOBQVNDK,Playfair
"Yyhltheytimw.e.To ys bordTrn,wt ySodS uear a h r",Rail Fence
"Y.Ucy. Zrae lycuz inrappcx Zypivz, owzr qy Uoapx",Affine
Loh surxh wkh obh wkrx vshdn'vw.,Caesar
Ybo fbkko jra vuu pxyq clukg'cp.,Vigenère
ESFLMNMLPDLUCGPDMVTQIMITSZ,Playfair
Ipeeeop'l ru h y huseks.eotlt at,Rail Fence
Wlc fpaec zrc lyc zrae ufcig'uz.,Affine
"Iljkw, dqg brxqj Vhbzdug vodlqh.",Caesar
"Vyqdj, qxz ikkxc Waogwhn ivwyxa.",Vigenère
GKFYSRRYHNWMIQGCXNDKTPBSMG,Playfair
"Ftno w iih,adyugSyadsan.g  nerle",Rail Fence
"Hwmrz, ivx yaevm Ucyoipx uliwvc.",Affine
Pdfe. Wkrx zdv'w eruqh ri zrpdq;,Caesar
Cqmx. Jxyq gwi'p lkhxa yb gkckj;,Vigenère
ORHDPDMVXNTLHAMAFMGVNORA,Playfair
M.oa nfmab huwstbreo oa;cT 'o wn,Rail Fence
Qisn. Zrae oiu'z napvc ah oaqiv;,Affine
"Exw Vzrugv L vploh dw, Zhdsrqv odxjk wr vfruqh,",Caesar
"Rkd Cgkhno M iwebo qd, Aaqzkdc bkqwr jy imkhxa,",Vigenère
CXLTVNDKXSLAESIMQZIMVHAQSMWEDPAPHMMAIU,Playfair
"BSd ltena snu wrsIsiea,Waosluht creto m  p goo,",Rail Fence
"Nez Uoapxu W uqwlc iz, Ocifavu liemr za usapvc,",Affine
Eudqglvk'g eb pdq wkdw'v ri d Zrpdq eruqh.,Caesar
Rhkjtsox'z lu wwd pxkp'c ep q Mewwd xebju.,Vigenère
DARABKPBCDCNRAPDRSPAIOVNORAYNMMG,Playfair
Bd'yna ambernihdb a htso  oa on.as mt'fWnr,Rail Fence
Npivxwur'x ny qiv zriz'u ah i Oaqiv napvc.,Affine
Hqwhu.,Caesar
Uddah.,Vigenère
GMLKAZ,Playfair
Erne.t,Rail Fence
Cvzcp.,Affine
Doduxpv. Hqwhu Pdfgxiih.,Caesar
Qbknkwo. Uddah Cqmzkpbu.,Vigenère
MSRMMCLIRQKMORHCVEGF,Playfair
Au eaflrm.EtrMcuf.asn de,Rail Fence
Ilipequ. Cvzcp Qisxehhc.,Affine
"Pdfg. Wkdw zdb wkh qrlvh lv: Wbudqw vkhz wkb idfh,",Caesar
"Cqmz. Jxkp gwo pxo dyeio yc: Xuhkjj oxos ddo bqma,",Vigenère
ORHCPDRSXNDQCFANSXFKTLDNRALTCFZQYBIOEL,Playfair
"M.aaho  as  ead htwyteniei:Trn hwtyfc,cT   ssyteha",Rail Fence
"Qisx. Zriz oiy zrc vawuc wu: Zypivz urco zry hisc,",Affine
"Li wkrx ehhvw vodlqh, dqg zlwk qr vwurdnh ri plqh,",Caesar
"Yv pxyq laucp chqsju, qxz gejr dy idnekgu kv iyxa,",Vigenère
KGPDMVCIILLTSMGAIMRYXGPDANTLMNRIFMEOGAIU,Playfair
"Ihbta,dtore efto es lie n ihn tok fmn, uesnaw saoi",Rail Fence
"Wh zrae nccuz uliwvc, ivx owzr va uzpaigc ah qwvc,",Affine
Pb Zlih dqg Fkloguhqv Jkrvwv zloo kdxqw ph vwloo:,Caesar
Co Mypa kjt Sxshtbadc Qrkido gebv xkqdd co idebv:,Vigenère
NCXGGFRACHBFTCMKAQFYAPLTXGSUPCMXRQCLTLESSU,Playfair
MiaCdso lumt:yWf n hlrn hsswl an esil edieGtiht l,Rail Fence
Qy Owhc ivx Srwlxpcvu Mrauzu owll rievz qc uzwll:,Affine
"L fdqqrw vwulnh dw zuhwfkhg Nhuqhv, zkrvh duphv",Caesar
"Y mwdxkj ojbeao qd mbajmdun Uondoo, sxyou whwai",Vigenère
EBRAANLTZDKEIMQZMKLDCFKTKMMGQXFHLIRMCLXA,Playfair
"In iarhKewem antsrk twece ens hs recote tdr,oas",Rail Fence
"W sivvaz uzpwgc iz opczsrcx Gcpvcu, orauc ipqcu",Affine
"Duh kbu'g wr ehduh wkhlu Vwdxhv; hlwkhu wkrx Pdfehwk,",Caesar
"Qho xin'n jy rowho jrayb Cdwkoo; ayddub jrkk Cqmxudd,",Vigenère
RMFCDNKZAHIMMKPDFKATSRMLLIKSCFDZFHMCMBCIPD,Playfair
"Ahd rh u ht b,r y' obaeterSae;ete huMceherte itsiroat",Rail Fence
"Ipc ryp'x za ncipc zrcwp Uziecu; cwzrcp zrae Qisnczr,",Affine
Ru hovh pb Vzrug zlwk dq yqedwwhuhg hgjh,Caesar
Eh abca wu Wsebz gejr qx lxxqdpubat atqa,Vigenère
NMLULINCQXNMYZKSBOOWAYRSLKMKCKYKIU,Playfair
Olmw h areres ySodwt nvbtee de e riantdg,Rail Fence
Ap cluc qy Uoapx owzr iv jvnizzcpcx cxmc,Affine
"L vkhdwk djdlqh yqghhghg. Wkhuh wkrx vkrxog'vw eh,",Caesar
"Y cdukpx wwkedo lxzuozun. Xduba ddee irkkvz'cp la,",Vigenère
SXCFRSBOINGAFURYIUKCKCPDKMKLFHXLFHMUBTSDIU,Playfair
"Ie ive.et use hahaan nedd hr husol'tb,stgedeTeohd ",Rail Fence
"W urcizr imiwvc jvxccxcx. Zrcpc zrae uraelx'uz nc,",Affine
"Eb wklv juhdw fodwwhu, rqh ri juhdwhvw qrwh",Caesar
"Ro pxso qnukp mhqdpub, yju kv chowjooj jeda",Vigenère
DBPDSXKNIMLDSMSZLKMNMGHPKNIMLKTLANLK,Playfair
"Bhgtarnfesoyti ra lte,oeo raetnt sect  gt e",Rail Fence
"Ny zrwu mpciz slizzcp, avc ah mpcizcuz vazc",Affine
"Vhhphv euxlwhg. Ohw ph ilqgh klp Iruwxqh,",Caesar
"Iuoiuc rbqydat. Vop wa pedna rec Vebpkxa,",Vigenère
LILCILDAXELKCTKLCLGKRYFCEAPHDZWMIU,Playfair
"SereLmi  t,emsbutd e efnehmFruee i.t dion",Rail Fence
"Uccqcu npewzcx. Lcz qc hwvxc rwq Hapzevc,",Affine
Dqg pruh L ehjjh qrw.,Caesar
Qdn cynu Y lawqa xkj.,Vigenère
RACRNMFKCIIWIFANSZ,Playfair
Am e .n oeIbgentdr go,Rail Fence
Ivx qapc W ncmmc vaz.,Affine
Halw. Doduxpv.,Caesar
Unsp. Qbknkwo.,Vigenère
IUKSMSRMMCXA,Playfair
E.asxt lrm.iAu,Rail Fence
Ctwz. Ilipequ.,Affine
Hqwhu Pdofroph dqg Vhbzdug.,Caesar
Uddah Cqvyeviu wdn Coumknt.,Vigenère
GMLKMOMSHMUCIMRYLIGNRMBZ,Playfair
Erlmnerne acleadSyadtMo  w.,Rail Fence
Cvzcp Qilsalqc ivx Ucyoipx.,Affine
"Vhb. Wklv zdb pb Orug, wkh Fdvwohv jhqwob uhqguhg:",Caesar
"Iui. Xdyc mku wu Pkhn, ddu Sqcpboo qaddho nuxzhoz:",Vigenère
LIDQBFQXNBNCPMDKPDLEBXLPILIFRQQCMKRYMKBZ,Playfair
"S sy dhaeeynde.Ti a yLr,teCslsgnl ede:yhwmo  t trr",Rail Fence
"Ucy. Zrwu oiy qy Lapx, zrc Siuzlcu mcvzly pcvxpcx:",Affine
"Wkh Wbudqwv shrsoh, rq erwk vlghv gr iljkw,",Caesar
"Jxo Dinqxpi luylbo, yj lkjr iszuc ty vscxd,",Vigenère
PDKLDNRALTLFHVULNAHAPDXSCKTBHPKIDP,Playfair
"TTnplooss hh yat epe nbt ie ofgterso, hddi,",Rail Fence
"Zrc Zypivzu fcaflc, av nazr uwxcu xa hwmrz,",Affine
"Wkh Qreoh Wkdqhv gr eudxhob lq wkh Zduuh,",Caesar
"Jxo Xyxbo Drwdoo nk lnqeabi yx jra Awhba,",Vigenère
PDGMAHULPDRAILHRDAMXLUBGRQCFXNAZMK,Playfair
"TNea beiha,h ol hnsd rul nteWreebTeoay  r",Rail Fence
"Zrc Vanlc Zrivcu xa npiecly wv zrc Oippc,",Affine
"Wkh gdb doprvw lw vhoih surihvvhv brxuv,",Caesar
"Jxo tku khcyoj ej ouvbu lhybucouc oyqhc,",Vigenère
PDKCNBMSONTLKSLIPEFLMNGFXALIQBMVAT,Playfair
"Tdastlpesuh a loti ef rfse or,eym seosys",Rail Fence
"Zrc xiy ilqauz wz uclhc fpahcuucu yaepu,",Affine
Dqg olwwoh lv wr gr,Caesar
Qdn bspjva so dk nk,Vigenère
RACTKSLPFKTLRHAV,Playfair
Alls n itei oddt to,Rail Fence
Ivx lwzzlc wu za xa,Affine
Pdof. Zh kdxh phw zlwk Irhv,Caesar
Cqvy. Mu dqea waj sydd Jkuc,Vigenère
ORUEUGBOMLCLQZKSFPMFXA,Playfair
M. ettoac ehu e ihFelWamw s,Rail Fence
Qils. Oc riec qcz owzr Hacu,Affine
Wkdw vwulnh ehvlgh yv,Caesar
Jxkp cphsgu xuceto lc,Vigenère
PDRSTLAKEFCIXSCKXP,Playfair
T ibdshtsrk eievates ,Rail Fence
Zriz uzpwgc ncuwxc ju,Affine
"Vhb. Hqwhu Vlu, wkh Fdvwoh.",Caesar
"Iui. Ijjon Weh, jra Gwidhu.",Vigenère
LICGRQKMXSDZCFBMTLUL,Playfair
"S eitCle.EtrSr h ateyn ,es.",Rail Fence
"Ucy. Cvzcp Uwp, zrc Siuzlc.",Affine
Hahxqw. Doduxp,Caesar
Unoqdd. Ehqbqc,Vigenère
IULMRQMSRMMC,Playfair
EnAuxut lrme.a,Rail Fence
Ctcevz. Ilipeq,Affine
Hqwhu Pdfehwk.,Caesar
Uddah Cqmxudd.,Vigenère
GMLKMOMBCIPD,Playfair
Erchne abt.tMe,Rail Fence
Cvzcp Qisnczr.,Affine
"Pdfe. Zkb vkrxog L sodb wkh Urpdq Irroh, dqg gbh",Caesar
"Cqmx. Mxi irkkvz M fvwo pxo Byiqx Pykbo, kjt zoo",Vigenère
ORHDVYBQFHMUBKQPNBPDKMNORAPHMPIMRYCBIU,Playfair
"M.yo ltRno  ab h hudIpa h oa ol,addecWsl yemFeny",Rail Fence
"Qisn. Ory uraelx W fliy zrc Paqiv Haalc, ivx xyc",Affine
"Rq plqh rzqh vzrug? zklohv L vhh olxhv, wkh jdvkhv",Caesar
"Ed iyxa ysdo igkhn? gdyvai Y cau hyeai, jra qwirai",Vigenère
NAAEMGNVMGQXNMYZBFULXSLILUEXILPDFIBXCFXA,Playfair
"Oio rwe  etgenmn wesod hlsIselus h ahs enw?i ei,es",Rail Fence
"Av qwvc aovc uoapx? orwlcu W ucc lwecu, zrc miurcu",Affine
Gr ehwwhu ysrq wkhp.,Caesar
Te xudpub lzkd pxoi.,Vigenère
HRCISZLKOZVHRQCFAU,Playfair
Derohobte pnte. tv m,Rail Fence
Xa nczzcp jfav zrcq.,Affine
Hqwhu Pdfgxiih.,Caesar
Uddah Cqmzkpbu.,Vigenère
GMLKMOMBCZIVGF,Playfair
Ercfne adfetMu.,Rail Fence
Cvzcp Qisxehhc.,Affine
"Pdfg. Wxuqh Khoo-krxqg, wxuqh",Caesar
"Cqmz. Jkbju Xuvh-rkkxz, pkbju",Vigenère
ORHCLZMAFCLUPCMVRYLZMAIU,Playfair
"M.rH-ntead un elhud uncTelo,r",Rail Fence
"Qisx. Zepvc Rcll-raevx, zepvc",Affine
Pdfe. Ri doo phq hovh L kdxh dxrbghg wkhh:,Caesar
Cqmx. Ev wbv coj ohio S dqea kqeizun jrau:,Vigenère
ORHDHPMSUCGMLULIFBMXIMVMBCKCPDIUIU,Playfair
M.   eh y eab falmnes  aeaoddte:cOlelIuueh,Rail Fence
Qisn. Ah ill qcv cluc W riec ieayxcx zrcc:,Affine
"Exw jhw wkhh edfnh, pb vrxoh lv wrr pxfk fkduj'g",Caesar
"Rkd wop dduo rkyao, wu ckkva so dke ikmd mdqbc'n",Vigenère
CXQKKLPDIUICMBEFNCPAMUFKTLAVNOMEYHBONKBZ,Playfair
"Bgt kmo tm ru e hebce ysuei o uhcagdttea, lsoch'",Rail Fence
"Nez mcz zrcc nisgc, qy uaelc wu zaa qesr sripm'x",Affine
Zlwk eorrg ri wklqh douhdgb,Caesar
Mydd lheyz yb ddyxa khhowti,Vigenère
XGPDCSAVRHHPPDGAIMTMIMCB,Playfair
W ofiaaihbodo hn ledtl tery,Rail Fence
Owzr nlaax ah zrwvc ilpcixy,Affine
"Pdfg. L kdxh qr zrugv,",Caesar
"Cqmz. Y rwko dy myntc,",Vigenère
ORHCFBMXGMNVNMBT,Playfair
"M.h wsad  aen od,cIuor",Rail Fence
"Qisx. W riec va oapxu,",Affine
"Pb yrlfh lv lq pb Vzrug, wkrx eorrglhu Yloodlqh",Caesar
"Co resyu ei ed io Imynt, jrkk xbyktsah Lyvhqsju",Vigenère
NCOHEBFKXSAOBQVNDKPDMVCSAVRHKFOZESSMGAIU,Playfair
